iter	Logloss
150	0.0005044020878
151	0.0005044034053
152	0.0005044069449
153	0.0005044067282
154	0.0005044098406
155	0.0005044108018
156	0.0005044107718
157	0.0005044112779
158	0.000504410128
159	0.0005044092446
160	0.0005044130896
161	0.000504411233
162	0.0005044146547
163	0.0005044154812
164	0.0005044181852
165	0.0005044201017
166	0.0005044223835
167	0.00050442268
168	0.0005044235683
169	0.0005044241343
170	0.0005044276099
171	0.0005044277087
172	0.0005044239886
173	0.0005044236382
174	0.0005044196286
175	0.0005044214403
176	0.0005044202525
177	0.0005044249598
178	0.0005044234237
179	0.0005044235764
180	0.0005044227948
181	0.0005044193211
182	0.0005044178478
183	0.0005044160211
184	0.0005044116681
185	0.0005044105122
186	0.0005044041968
187	0.0005044041968
188	0.0005043996781
189	0.0005043996781
190	0.0005043994266
191	0.0005044027295
192	0.0005043966406
193	0.0005043939715
194	0.0005043911357
195	0.0005043930522
196	0.0005043924862
197	0.0005043875861
198	0.0005043851916
199	0.0005043851916
200	0.0005043813706
201	0.0005043846406
202	0.0005043846406
203	0.0005043785557
204	0.0005043789181
205	0.0005043793502
206	0.0005043717492
207	0.0005043722981
208	0.0005043704295
209	0.0005043704295
210	0.0005043717112
211	0.0005043717112
212	0.0005043717112
213	0.0005043717112
214	0.0005043717112
215	0.0005043717112
216	0.0005043717112
217	0.0005043717112
218	0.0005043717112
219	0.0005043717112
220	0.0005043717112
221	0.0005043717112
222	0.0005043717112
223	0.0005043717112
224	0.0005043717112
225	0.0005043717112
226	0.0005043717112
227	0.0005043717112
228	0.0005043717112
229	0.0005043717112
230	0.0005043717112
231	0.0005043717112
232	0.0005043717112
233	0.0005043717112
234	0.0005043717112
235	0.0005043717112
236	0.0005043717112
237	0.0005043717112
238	0.0005043717112
239	0.0005043717112
240	0.0005043717112
241	0.0005043717112
242	0.0005043717112
243	0.0005043717112
244	0.0005043717112
245	0.0005043717112
246	0.0005043717112
247	0.0005043717112
248	0.0005043717112
249	0.0005043717112
250	0.0005043717112
251	0.0005043717112
252	0.0005043717112
253	0.0005043717112
254	0.0005043717112
255	0.0005043717112
256	0.0005043717112
257	0.0005043717112
258	0.0005043717112
259	0.0005043717112
260	0.0005043717112
261	0.0005043717112
262	0.0005043717112
263	0.0005043717112
264	0.0005043717112
265	0.0005043717112
266	0.0005043717112
267	0.0005043717112
268	0.0005043683843
269	0.0005043683843
270	0.0005043683843
271	0.0005043656443
272	0.0005043637877
273	0.0005043637877
274	0.0005043637877
275	0.0005043637877
276	0.0005043637877
277	0.0005043637877
278	0.0005043637877
279	0.0005043637877
280	0.0005043637877
281	0.0005043637877
282	0.0005043637877
283	0.0005043637877
284	0.0005043637877
285	0.0005043637877
286	0.0005043637877
287	0.0005043637877
288	0.0005043637877
289	0.0005043637877
290	0.0005043637877
291	0.0005043637877
292	0.0005043637877
293	0.0005043637877
294	0.0005043637877
295	0.0005043621228
296	0.0005043626169
297	0.0005043626169
298	0.0005043626169
299	0.0005043626169
